703,1057
703,1141
703,1011
703,1174
703,1017
703,1078
703,1117
703,1106
703,1127
802,1082
802,1005
802,1040
802,1094
802,1038
802,1126
802,1033
802,1064
802,1105
348,1172
348,1133
348,1147
348,1157
348,1033
348,1105
348,1025
348,1035
348,1148
348,1083
566,1166
566,1106
566,1198
566,1184
566,1156
566,1104
566,1093
566,1142
98,1061
98,1188
98,1125
98,1155
98,1044
98,1062
98,1161
927,1059
927,1065
927,1009
927,1053
927,1153
927,1044
927,1084
927,1076
696,1191
696,1037
696,1007
696,1106
696,1094
696,1110
696,1004
759,1185
759,1166
759,1081
759,1138
759,1089
759,1174
759,1047
759,1055
759,1197
704,1158
704,1019
704,1111
704,1104
704,1064
704,1140
704,1037
704,1003
548,1164
548,1009
548,1137
548,1010
548,1151
548,1064
548,1055
548,1097
970,1006
970,1079
970,1104
970,1158
970,1138
970,1004
970,1054
970,1071
970,1124
970,1041
565,1058
565,1193
565,1027
565,1000
565,1085
565,1047
565,1105
565,1014
311,1072
311,1093
311,1015
311,1021
311,1124
311,1001
311,1034
311,1128
311,1019
370,1154
370,1024
370,1137
370,1031
370,1025
370,1036
716,1198
716,1133
716,1053
716,1016
716,1184
716,1078
716,1195
621,1020
621,1072
621,1174
621,1141
621,1041
621,1198
621,1152
621,1178
621,1151
332,1039
332,1158
332,1003
332,1075
332,1198
332,1064
332,1150
332,1164
332,1006
332,1151
552,1176
552,1069
552,1127
552,1133
552,1041
552,1055
552,1094
552,1014
980,1017
980,1049
980,1092
980,1172
980,1110
980,1199
980,1109
980,1097
620,1115
620,1132
620,1077
620,1176
620,1171
620,1024
726,1184
726,1136
726,1108
726,1113
726,1164
726,1150
726,1012
726,1112
726,1028
775,1052
775,1120
775,1096
775,1141
775,1059
775,1020
775,1011
775,1112
775,1111
114,1171
114,1184
114,1056
114,1032
114,1175
114,1151
114,1089
114,1055
114,1196
654,1155
654,1082
654,1029
654,1173
654,1174
654,1033
654,1014
654,1166
654,1097
281,1108
281,1105
281,1000
281,1090
281,1002
281,1017
281,1195
281,1156
281,1071
281,1172
646,1067
646,1097
646,1050
646,1198
646,1000
646,1031
646,1015
646,1093
646,1038
197,1126
197,1033
197,1089
197,1030
197,1078
197,1103
197,1178
197,1041
197,1068
324,1081
324,1004
324,1054
324,1146
324,1011
324,1048
324,1121
324,1136
324,1182
499,1013
499,1033
499,1152
499,1018
499,1016
499,1052
499,1049
447,1130
447,1106
447,1188
447,1038
447,1066
447,1141
447,1013
814,1163
814,1080
814,1074
814,1192
814,1185
814,1148
814,1127
814,1098
891,1046
891,1156
891,1033
891,1049
891,1032
891,1160
891,1134
891,1079
891,1086
517,1013
517,1105
517,1098
517,1198
517,1093
517,1087
517,1055
517,1044
517,1123
430,1032
430,1000
430,1077
430,1139
430,1111
430,1172
430,1065
430,1131
650,1169
650,1005
650,1032
650,1003
650,1080
650,1111
650,1076
650,1014
754,1083
754,1084
754,1174
754,1112
754,1026
754,1093
754,1120
578,1020
578,1063
578,1040
578,1129
578,1132
578,1185
578,1033
578,1030
232,1199
232,1010
232,1044
232,1003
232,1094
232,1156
232,1037
232,1064
232,1021
232,1190
113,1036
113,1073
113,1012
113,1009
113,1039
113,1145
113,1096
113,1047
113,1191
113,1192
25,1075
25,1143
25,1050
25,1018
25,1104
25,1183
25,1010
25,1137
25,1188
97,1104
97,1079
97,1070
97,1142
97,1124
97,1129
97,1116
574,1098
574,1184
574,1143
574,1199
574,1002
574,1094
574,1183
893,1023
893,1069
893,1164
893,1171
893,1107
893,1005
893,1083
893,1145
893,1024
801,1180
801,1002
801,1018
801,1167
801,1113
801,1029
801,1044
801,1173
801,1181
801,1073
34,1194
34,1129
34,1038
34,1064
34,1048
34,1167
34,1112
34,1058
658,1077
658,1166
658,1159
658,1167
658,1010
658,1089
658,1035
658,1180
658,1088
341,1054
341,1041
341,1059
341,1187
341,1031
341,1122
341,1194
341,1119
341,1133
191,1126
191,1089
191,1166
191,1021
191,1050
191,1178
191,1099
191,1172
191,1076
317,1147
317,1137
317,1069
317,1086
317,1122
317,1151
317,1096
260,1186
260,1124
260,1107
260,1007
260,1001
260,1072
260,1121
260,1143
260,1164
260,1042
410,1043
410,1105
410,1026
410,1017
410,1024
410,1050
410,1033
410,1150
784,1055
784,1128
784,1036
784,1050
784,1180
784,1190
784,1108
690,1006
690,1121
690,1117
690,1119
690,1090
690,1091
690,1045
297,1179
297,1023
297,1027
297,1090
297,1113
297,1038
297,1141
297,1080
297,1120
585,1095
585,1052
585,1198
585,1039
585,1160
585,1009
585,1108
948,1033
948,1112
948,1032
948,1131
948,1067
948,1039
948,1123
948,1074
948,1174
161,1041
161,1001
161,1174
161,1000
161,1160
161,1173
161,1187
982,1050
982,1103
982,1042
982,1166
982,1109
982,1099
982,1088
982,1192
982,1060
687,1040
687,1026
687,1160
687,1057
687,1145
687,1174
687,1101
687,1069
846,1158
846,1145
846,1167
846,1111
846,1009
846,1061
846,1189
846,1084
846,1128
40,1016
40,1037
40,1080
40,1198
40,1154
40,1162
40,1179
40,1152
96,1053
96,1123
96,1043
96,1001
96,1155
96,1143
96,1134
96,1022
847,1013
847,1003
847,1143
847,1183
847,1133
847,1024
847,1079
847,1028
847,1057
847,1040
362,1041
362,1144
362,1127
362,1027
362,1002
362,1196
362,1199
362,1081
362,1132
362,1099
470,1044
470,1067
470,1035
470,1027
470,1068
470,1059
470,1151
470,1071
196,1166
196,1079
196,1013
196,1120
196,1165
196,1161
196,1002
196,1027
572,1090
572,1144
572,1167
572,1194
572,1176
572,1094
572,1171
572,1064
572,1044
413,1180
413,1068
413,1012
413,1173
413,1106
413,1093
413,1016
413,1125
413,1063
523,1009
523,1048
523,1117
523,1140
523,1056
523,1180
523,1165
467,1022
467,1104
467,1123
467,1143
467,1182
467,1125
467,1152
467,1043
467,1037
817,1039
817,1167
817,1041
817,1184
817,1099
817,1165
817,1120
817,1098
817,1082
357,1184
357,1063
357,1134
357,1078
357,1101
357,1135
357,1054
357,1037
216,1093
216,1036
216,1025
216,1113
216,1010
216,1041
216,1132
216,1130
216,1060
57,1130
57,1178
57,1067
57,1055
57,1061
57,1190
57,1198
57,1162
57,1078
732,1120
732,1079
732,1166
732,1153
732,1010
732,1114
732,1106
732,1089
732,1128
506,1035
506,1118
506,1169
506,1115
506,1024
506,1055
506,1029
506,1049
506,1013
506,1017
610,1059
610,1140
610,1195
610,1138
610,1166
610,1057
610,1060
